CO2,Temperature,Humidity,PM1.0,PM2.5,PM4.0,PM10,eCO2,TVOC,Temp_MA_24h,Temp_MA_7d,CO2_MA_24h,CO2_MA_7d
855,22,40,6.0,21.0,28.0,33.0,1109,236,24.479166666666668,24.53625170998632,691.8125,699.9876880984953
477,20,62,8.0,17.0,29.0,29.0,695,169,24.47222222222222,24.530054644808743,691.4861111111111,699.6830601092896
960,27,58,11.0,22.0,28.0,29.0,1101,378,24.458333333333332,24.53342428376535,692.7083333333334,700.0381991814461
656,29,46,12.0,20.0,25.0,32.0,1029,281,24.51388888888889,24.539509536784742,692.9722222222222,699.9782016348773
954,29,64,9.0,22.0,28.0,32.0,757,223,24.541666666666668,24.545578231292517,694.0069444444445,700.3238095238095
695,25,47,5.0,24.0,23.0,29.0,1005,389,24.52777777777778,24.546195652173914,692.5347222222222,700.3165760869565
915,26,32,5.0,21.0,20.0,30.0,808,290,24.541666666666668,24.548168249660787,695.5972222222222,700.6078697421981
841,28,64,12.0,21.0,26.0,32.0,833,453,24.541666666666668,24.552845528455286,697.625,700.7981029810298
965,27,30,8.0,18.0,23.0,29.0,401,419,24.5625,24.55615696887686,699.8402777777778,701.1556156968877
722,21,45,8.0,24.0,21.0,34.0,1383,352,24.541666666666668,24.55135135135135,699.1805555555555,701.1837837837838
661,27,58,5.0,24.0,27.0,30.0,654,277,24.57638888888889,24.554655870445345,699.8402777777778,701.1295546558705
426,24,46,5.0,18.0,28.0,34.0,1217,117,24.5625,24.553908355795148,696.1666666666666,700.7587601078167
431,27,65,14.0,19.0,23.0,26.0,1188,493,24.604166666666668,24.557200538358007,695.6666666666666,700.3956931359354
923,28,59,9.0,19.0,27.0,29.0,1085,291,24.61111111111111,24.561827956989248,695.5138888888889,700.6948924731183
787,25,52,9.0,16.0,26.0,25.0,1331,55,24.625,24.56241610738255,697.5416666666666,700.8107382550336
529,27,61,10.0,18.0,27.0,26.0,794,302,24.65972222222222,24.5656836461126,695.4861111111111,700.5804289544236
413,24,37,13.0,24.0,29.0,28.0,1333,114,24.680555555555557,24.564926372155288,694.1944444444445,700.1954484605087
459,29,33,13.0,20.0,26.0,34.0,773,296,24.6875,24.57085561497326,694.125,699.8729946524064
840,26,66,5.0,16.0,29.0,27.0,720,142,24.666666666666668,24.572763684913216,697.0208333333334,700.0600801068091
536,27,56,6.0,24.0,26.0,25.0,627,433,24.71527777777778,24.576,697.2291666666666,699.8413333333333
438,24,68,10.0,22.0,27.0,32.0,622,430,24.729166666666668,24.575233022636485,697.2222222222222,699.4926764314248
788,21,45,14.0,20.0,28.0,27.0,890,179,24.71527777777778,24.570478723404257,699.7013888888889,699.6103723404256
726,26,34,14.0,19.0,25.0,34.0,1212,279,24.71527777777778,24.572377158034527,699.9305555555555,699.6454183266932
405,24,57,11.0,17.0,26.0,25.0,1308,412,24.729166666666668,24.571618037135277,699.7013888888889,699.2546419098143
863,28,32,6.0,15.0,23.0,26.0,994,414,24.76388888888889,24.576158940397352,701.6388888888889,699.471523178808
484,28,44,9.0,23.0,27.0,33.0,624,139,24.791666666666668,24.58068783068783,699.3055555555555,699.186507936508
587,25,47,5.0,22.0,22.0,26.0,943,203,24.8125,24.581241743725233,696.5902777777778,699.0383091149273
431,20,51,9.0,16.0,27.0,26.0,945,453,24.78472222222222,24.575197889182057,693.5555555555555,698.6846965699208
874,26,59,12.0,16.0,28.0,30.0,697,34,24.791666666666668,24.57707509881423,696.7361111111111,698.9156785243741
407,26,50,12.0,16.0,22.0,34.0,652,59,24.833333333333332,24.57894736842105,693.2569444444445,698.5315789473684
635,27,60,12.0,24.0,23.0,31.0,874,162,24.86111111111111,24.582128777923785,690.9652777777778,698.4480946123522
722,23,58,11.0,22.0,21.0,31.0,1432,437,24.868055555555557,24.58005249343832,692.3611111111111,698.4790026246719
560,26,53,7.0,19.0,28.0,33.0,742,455,24.90277777777778,24.581913499344694,691.7847222222222,698.2975098296199
859,23,67,11.0,23.0,21.0,26.0,1036,166,24.90972222222222,24.579842931937172,691.7916666666666,698.5078534031413
700,28,33,5.0,21.0,20.0,30.0,574,218,24.92361111111111,24.584313725490198,692.7986111111111,698.5098039215686
949,23,39,7.0,16.0,20.0,34.0,1486,43,24.88888888888889,24.5822454308094,692.5833333333334,698.8368146214099
575,24,42,12.0,17.0,25.0,30.0,839,325,24.86111111111111,24.58148631029987,689.9722222222222,698.6753585397653
857,25,67,12.0,23.0,21.0,31.0,681,239,24.875,24.58203125,689.3611111111111,698.8815104166666
874,23,54,7.0,19.0,25.0,34.0,1424,22,24.86111111111111,24.579973992197658,692.1180555555555,699.1092327698309
740,27,53,11.0,22.0,20.0,25.0,674,174,24.881944444444443,24.583116883116883,694.0555555555555,699.1623376623377
849,25,37,6.0,24.0,23.0,28.0,477,248,24.86111111111111,24.58365758754864,693.3680555555555,699.3566796368352
452,22,31,8.0,23.0,28.0,32.0,602,313,24.8125,24.580310880829014,690.2152777777778,699.0362694300518
745,29,39,12.0,23.0,20.0,27.0,972,414,24.82638888888889,24.58602846054334,689.5763888888889,699.0957309184994
428,20,57,5.0,18.0,28.0,34.0,1434,376,24.78472222222222,24.580103359173126,687.8125,698.7454780361757
637,26,49,10.0,17.0,29.0,25.0,613,346,24.805555555555557,24.581935483870968,686.1041666666666,698.6658064516129
607,22,51,9.0,20.0,24.0,34.0,1413,42,24.805555555555557,24.57860824742268,683.9027777777778,698.5476804123712
794,20,57,10.0,21.0,26.0,34.0,533,244,24.770833333333332,24.572715572715573,684.6875,698.6705276705277
654,26,69,10.0,19.0,29.0,34.0,623,387,24.76388888888889,24.574550128534703,683.7777777777778,698.6131105398457
813,28,43,8.0,20.0,20.0,32.0,719,305,24.756944444444443,24.57894736842105,683.2291666666666,698.759948652118
545,26,39,13.0,22.0,21.0,32.0,997,234,24.756944444444443,24.58076923076923,680.2986111111111,698.5628205128205
609,28,49,5.0,24.0,27.0,31.0,1120,169,24.791666666666668,24.585147247119078,677.8125,698.4481434058899
830,23,68,6.0,15.0,22.0,32.0,1018,399,24.805555555555557,24.58312020460358,677.6875,698.616368286445
407,20,66,10.0,18.0,26.0,25.0,492,108,24.79861111111111,24.57726692209451,674.4305555555555,698.2439335887611
417,25,36,9.0,20.0,23.0,31.0,1104,90,24.770833333333332,24.57780612244898,672.4930555555555,697.8852040816327
486,28,63,6.0,20.0,24.0,25.0,1315,401,24.76388888888889,24.58216560509554,670.8958333333334,697.6152866242038
717,26,47,10.0,22.0,24.0,27.0,1026,90,24.743055555555557,24.583969465648856,669.0555555555555,697.6399491094147
720,21,47,5.0,23.0,25.0,31.0,453,487,24.75,24.579415501905974,668.2708333333334,697.6683608640407
919,23,54,11.0,15.0,20.0,33.0,781,219,24.76388888888889,24.57741116751269,670.6388888888889,697.9492385786803
883,27,39,13.0,17.0,20.0,33.0,633,348,24.8125,24.580481622306717,672.4791666666666,698.1837769328264
443,29,51,13.0,21.0,28.0,31.0,1082,407,24.8125,24.58607594936709,670.8611111111111,697.8607594936709
882,29,65,11.0,20.0,26.0,28.0,400,243,24.8125,24.59165613147914,672.0694444444445,698.0935524652339
455,29,50,8.0,16.0,26.0,27.0,923,25,24.8125,24.59722222222222,668.6319444444445,697.7866161616162
632,29,52,9.0,20.0,24.0,28.0,1417,238,24.84027777777778,24.60277427490542,667.125,697.703656998739
661,24,61,9.0,16.0,28.0,26.0,1359,30,24.868055555555557,24.602015113350127,668.3194444444445,697.6574307304786
706,23,55,8.0,24.0,29.0,29.0,490,39,24.868055555555557,24.6,666.4444444444445,697.6679245283019
591,24,57,11.0,17.0,20.0,25.0,1155,153,24.88888888888889,24.599246231155778,667.4791666666666,697.5339195979899
505,20,32,10.0,18.0,27.0,33.0,423,463,24.84722222222222,24.593475533249688,667.5347222222222,697.2923462986198
626,22,65,14.0,15.0,25.0,27.0,1422,30,24.79861111111111,24.590225563909776,669.0972222222222,697.203007518797
565,28,44,13.0,18.0,26.0,31.0,1371,253,24.8125,24.594493116395494,669.625,697.037546933667
873,26,60,6.0,15.0,23.0,32.0,1284,162,24.819444444444443,24.59625,672.6458333333334,697.2575
660,26,47,8.0,16.0,29.0,32.0,425,40,24.84027777777778,24.5980024968789,674.3263888888889,697.210986267166
539,25,34,13.0,17.0,20.0,33.0,693,399,24.84027777777778,24.59850374064838,672.0138888888889,697.0137157107232
941,25,61,6.0,17.0,24.0,25.0,751,301,24.833333333333332,24.59900373599004,672.3541666666666,697.3175591531756
873,22,33,10.0,18.0,22.0,27.0,935,209,24.82638888888889,24.595771144278608,672.3472222222222,697.5360696517413
816,24,68,13.0,19.0,21.0,26.0,779,326,24.791666666666668,24.59503105590062,671.9930555555555,697.6832298136646
632,20,63,5.0,20.0,27.0,31.0,1105,168,24.73611111111111,24.589330024813897,671.5555555555555,697.6017369727048
807,24,68,8.0,23.0,21.0,28.0,1423,96,24.729166666666668,24.588599752168527,673.5,697.7372986369269
525,25,60,12.0,20.0,20.0,31.0,1332,176,24.708333333333332,24.58910891089109,672.4861111111111,697.5235148514852
443,28,50,6.0,16.0,22.0,32.0,578,217,24.76388888888889,24.593325092707047,670.75,697.2088998763907
654,20,57,12.0,21.0,27.0,34.0,526,75,24.71527777777778,24.587654320987653,669.1388888888889,697.1555555555556
770,23,63,13.0,16.0,28.0,29.0,1114,50,24.729166666666668,24.58569667077682,670.5694444444445,697.2453760789149
495,22,49,5.0,24.0,28.0,25.0,779,284,24.71527777777778,24.582512315270936,668.7708333333334,696.9963054187192
684,22,45,12.0,21.0,20.0,33.0,851,261,24.71527777777778,24.579335793357934,669.8611111111111,696.9803198031981
464,29,54,10.0,16.0,26.0,27.0,1460,428,24.756944444444443,24.584766584766584,668.6527777777778,696.6941031941031
514,24,35,14.0,20.0,25.0,28.0,1326,358,24.78472222222222,24.5840490797546,669.2222222222222,696.4699386503067
614,23,48,14.0,21.0,24.0,27.0,1152,300,24.78472222222222,24.582107843137255,670.6597222222222,696.3688725490196
707,23,32,11.0,17.0,27.0,33.0,1041,345,24.743055555555557,24.58017135862913,672.0138888888889,696.3818849449204
410,26,44,13.0,17.0,24.0,25.0,428,161,24.78472222222222,24.581907090464547,671.7361111111111,696.0317848410758
943,25,39,12.0,24.0,20.0,31.0,1154,139,24.770833333333332,24.582417582417584,674.3958333333334,696.3333333333334
900,21,37,10.0,17.0,26.0,31.0,1213,19,24.756944444444443,24.578048780487805,677.8611111111111,696.5817073170732
409,26,65,14.0,23.0,24.0,34.0,1191,448,24.77777777777778,24.579780755176614,675.3263888888889,696.231425091352
503,28,42,6.0,21.0,26.0,30.0,1201,339,24.791666666666668,24.583941605839417,674.7986111111111,695.9963503649635
534,21,39,5.0,18.0,24.0,34.0,799,446,24.743055555555557,24.57958687727825,671.9652777777778,695.7995139732685
729,26,67,5.0,19.0,20.0,32.0,1179,108,24.77777777777778,24.58131067961165,670.125,695.8398058252427
474,29,34,10.0,16.0,22.0,28.0,1038,466,24.78472222222222,24.586666666666666,668.2986111111111,695.5709090909091
747,21,64,11.0,21.0,28.0,31.0,1177,51,24.743055555555557,24.58232445520581,667.5486111111111,695.633171912833
613,26,67,8.0,21.0,27.0,33.0,601,376,24.756944444444443,24.58403869407497,666.2152777777778,695.5332527206772
965,23,52,11.0,23.0,28.0,30.0,1484,410,24.71527777777778,24.582125603864736,666.4583333333334,695.8586956521739
570,28,38,6.0,23.0,26.0,27.0,650,51,24.71527777777778,24.58624849215923,666.4444444444445,695.7068757539204
793,22,36,12.0,23.0,24.0,33.0,564,421,24.708333333333332,24.583132530120483,668.2222222222222,695.8240963855421
564,28,45,12.0,20.0,24.0,34.0,1182,396,24.76388888888889,24.587244283995187,666.6666666666666,695.6654632972322
871,29,69,5.0,17.0,29.0,26.0,874,320,24.79861111111111,24.592548076923077,669.4027777777778,695.8762019230769
587,23,50,12.0,17.0,28.0,29.0,1307,277,24.770833333333332,24.5906362545018,667.1527777777778,695.7454981992797
837,25,53,11.0,20.0,24.0,25.0,625,161,24.79861111111111,24.591127098321344,669.1388888888889,695.9148681055156
930,20,50,5.0,24.0,25.0,34.0,748,481,24.756944444444443,24.58562874251497,672.1597222222222,696.1952095808383
506,20,40,9.0,20.0,23.0,29.0,796,306,24.73611111111111,24.580143540669855,671.5972222222222,695.9677033492823
421,28,56,7.0,19.0,24.0,32.0,721,117,24.73611111111111,24.584229390681003,671.2986111111111,695.6391875746715
467,24,50,12.0,16.0,22.0,25.0,934,156,24.708333333333332,24.583532219570404,668.8819444444445,695.3663484486874
909,29,54,10.0,16.0,22.0,34.0,1191,15,24.76388888888889,24.58879618593564,671.8333333333334,695.6209773539929
414,25,39,7.0,23.0,27.0,26.0,1125,365,24.770833333333332,24.589285714285715,670.3125,695.2857142857143
420,25,53,13.0,23.0,29.0,29.0,869,268,24.791666666666668,24.589774078478,669.9791666666666,694.9583828775268
780,25,43,10.0,18.0,25.0,25.0,993,485,24.82638888888889,24.590261282660332,672.2430555555555,695.0593824228029
665,23,35,11.0,15.0,22.0,25.0,813,240,24.8125,24.588374851720047,673.9097222222222,695.0237247924081
954,25,42,11.0,24.0,21.0,34.0,628,376,24.84027777777778,24.588862559241708,674.5138888888889,695.3305687203791
763,28,59,9.0,17.0,24.0,25.0,1196,473,24.88888888888889,24.592899408284023,674.1805555555555,695.410650887574
477,28,34,6.0,24.0,24.0,28.0,887,245,24.92361111111111,24.59692671394799,670.7708333333334,695.1524822695036
442,29,35,10.0,18.0,21.0,33.0,1351,383,24.92361111111111,24.60212514757969,668.7569444444445,694.85360094451
691,26,43,9.0,21.0,28.0,31.0,730,177,24.9375,24.60377358490566,669.5694444444445,694.8490566037735
556,27,38,10.0,19.0,29.0,27.0,773,297,24.958333333333332,24.606595995288576,670.5763888888889,694.6855123674911
485,27,61,10.0,22.0,22.0,25.0,572,408,24.95138888888889,24.609411764705882,670.2222222222222,694.4388235294118
434,22,45,11.0,20.0,25.0,34.0,1341,289,24.96527777777778,24.606345475910693,667.3680555555555,694.1327849588719
634,28,60,8.0,20.0,28.0,31.0,757,155,25.0,24.610328638497652,667.9444444444445,694.0622065727699
620,29,54,13.0,18.0,22.0,30.0,1189,458,25.0625,24.615474794841735,667.0833333333334,693.9753810082063
792,25,49,6.0,23.0,29.0,31.0,1451,316,25.069444444444443,24.615925058548008,668.2986111111111,694.0901639344262
976,29,33,9.0,22.0,24.0,34.0,1434,444,25.11111111111111,24.621052631578948,669.0625,694.4198830409357
674,25,69,7.0,16.0,29.0,26.0,978,77,25.104166666666668,24.621495327102803,669.5069444444445,694.3960280373832
566,22,39,14.0,22.0,26.0,29.0,1341,266,25.11111111111111,24.618436406067676,670.625,694.2462077012835
644,23,69,12.0,20.0,21.0,29.0,562,198,25.104166666666668,24.616550116550115,668.6180555555555,694.1876456876457
580,23,30,9.0,19.0,22.0,27.0,1255,268,25.069444444444443,24.614668218859137,669.0555555555555,694.0547147846333
893,24,37,6.0,15.0,26.0,34.0,774,71,25.041666666666668,24.613953488372093,668.4166666666666,694.2860465116279
425,28,68,13.0,20.0,22.0,27.0,582,466,25.055555555555557,24.617886178861788,667.5416666666666,693.9732868757259
755,22,57,7.0,22.0,20.0,29.0,1238,489,25.03472222222222,24.614849187935036,666.1388888888889,694.0440835266821
981,27,39,8.0,23.0,20.0,34.0,1477,172,25.020833333333332,24.61761297798378,666.8472222222222,694.3765932792584
943,29,41,8.0,16.0,26.0,28.0,1452,419,25.04861111111111,24.622685185185187,667.9722222222222,694.6643518518518
459,25,59,9.0,21.0,29.0,28.0,1332,45,25.041666666666668,24.623121387283238,664.4652777777778,694.3919075144508
718,29,40,6.0,21.0,26.0,31.0,992,360,25.069444444444443,24.628175519630485,664.125,694.419168591224
429,21,55,11.0,24.0,22.0,25.0,1127,256,25.069444444444443,24.6239907727797,661.2361111111111,694.1130334486736
722,24,39,7.0,15.0,23.0,33.0,1208,156,25.041666666666668,24.62327188940092,661.1944444444445,694.1451612903226
432,23,69,10.0,17.0,22.0,34.0,714,5,25.04861111111111,24.621403912543155,659.4861111111111,693.843498273878
649,29,34,9.0,23.0,20.0,30.0,1224,210,25.04861111111111,24.626436781609197,661.2013888888889,693.7919540229885
749,29,49,14.0,21.0,29.0,30.0,1399,469,25.104166666666668,24.631458094144662,662.1388888888889,693.8553386911595
600,26,66,6.0,21.0,26.0,27.0,990,378,25.104166666666668,24.63302752293578,661.7430555555555,693.7477064220184
468,24,40,10.0,18.0,21.0,25.0,995,452,25.11111111111111,24.632302405498283,661.7152777777778,693.4891179839633
950,26,57,14.0,19.0,24.0,29.0,745,429,25.11111111111111,24.633867276887873,663.4027777777778,693.7826086956521
716,24,57,9.0,19.0,24.0,25.0,728,404,25.125,24.633142857142857,662.4375,693.808
497,24,67,10.0,19.0,22.0,30.0,499,160,25.15277777777778,24.6324200913242,662.5763888888889,693.5833333333334
902,22,45,12.0,16.0,25.0,27.0,727,158,25.118055555555557,24.629418472063854,662.1736111111111,693.8209806157355
734,27,40,9.0,19.0,22.0,28.0,1038,199,25.104166666666668,24.632118451025057,662.7152777777778,693.8667425968109
819,25,40,9.0,18.0,23.0,27.0,652,499,25.07638888888889,24.6325369738339,661.7777777777778,694.0091012514221
839,26,43,7.0,23.0,22.0,34.0,1047,486,25.083333333333332,24.634090909090908,662.7777777777778,694.1738636363636
556,23,62,7.0,24.0,23.0,33.0,1483,11,25.0625,24.632236095346197,660.2847222222222,694.0170261066969
492,22,55,6.0,17.0,28.0,34.0,1193,465,25.020833333333332,24.62925170068027,657.8611111111111,693.7879818594105
840,23,45,8.0,16.0,22.0,25.0,637,291,24.993055555555557,24.62740656851642,656.9930555555555,693.9535673839184
916,29,38,5.0,22.0,24.0,31.0,496,348,25.04861111111111,24.63235294117647,658.3402777777778,694.2047511312218
431,24,56,6.0,23.0,27.0,25.0,453,320,25.02777777777778,24.631638418079095,656.7430555555555,693.9073446327684
476,24,32,14.0,18.0,23.0,34.0,1439,479,25.02777777777778,24.630925507900677,657.0902777777778,693.6613995485327
836,25,51,6.0,18.0,23.0,26.0,953,460,25.01388888888889,24.631341600901916,659.9027777777778,693.8218714768884
650,28,43,11.0,24.0,23.0,28.0,740,108,25.01388888888889,24.635135135135137,658.0069444444445,693.7725225225225
995,22,54,14.0,15.0,26.0,30.0,725,331,24.993055555555557,24.63217097862767,659.4513888888889,694.111361079865
884,24,55,13.0,22.0,22.0,26.0,538,482,24.97222222222222,24.631460674157303,661.9166666666666,694.3247191011236
474,22,65,11.0,22.0,25.0,27.0,532,460,24.958333333333332,24.62850729517396,662.3402777777778,694.0774410774411
982,27,65,8.0,20.0,28.0,25.0,1491,382,24.944444444444443,24.631165919282513,665.9722222222222,694.4002242152467
585,28,55,5.0,18.0,27.0,30.0,1247,331,24.958333333333332,24.634938409854424,664.2013888888889,694.2777155655095
499,24,55,12.0,22.0,23.0,31.0,748,116,24.9375,24.63422818791946,663.9444444444445,694.0592841163311
848,23,65,8.0,23.0,23.0,34.0,1267,136,24.930555555555557,24.63240223463687,666.7916666666666,694.2312849162012
441,25,62,7.0,20.0,27.0,26.0,1056,141,24.958333333333332,24.6328125,664.3819444444445,693.9486607142857
898,20,52,10.0,20.0,22.0,27.0,1053,266,24.916666666666668,24.627647714604237,665.5763888888889,694.1761426978818
769,23,60,14.0,16.0,22.0,31.0,1467,342,24.90972222222222,24.625835189309576,668.1041666666666,694.2594654788419
642,27,48,12.0,22.0,20.0,31.0,1143,315,24.90277777777778,24.628476084538377,666.5694444444445,694.2013348164627
976,21,41,8.0,21.0,27.0,32.0,1389,148,24.854166666666668,24.624444444444446,669.9861111111111,694.5144444444444
589,25,58,9.0,16.0,20.0,25.0,777,260,24.854166666666668,24.624861265260822,670.0,694.3973362930078
588,21,45,12.0,23.0,29.0,30.0,1161,274,24.86111111111111,24.620842572062084,671.0902777777778,694.2793791574279
765,21,35,11.0,16.0,25.0,29.0,1072,311,24.82638888888889,24.616832779623476,670.3333333333334,694.3576965669989
496,22,60,12.0,17.0,24.0,32.0,1105,464,24.79861111111111,24.613938053097346,670.9513888888889,694.1382743362832
555,24,57,8.0,15.0,28.0,29.0,457,58,24.77777777777778,24.613259668508288,670.3958333333334,693.9845303867403
656,24,47,11.0,17.0,26.0,31.0,591,19,24.78472222222222,24.612582781456954,669.9375,693.9426048565122
676,21,32,14.0,19.0,24.0,31.0,790,425,24.75,24.608599779492835,670.7430555555555,693.9228224917309
426,20,66,8.0,19.0,21.0,33.0,906,5,24.729166666666668,24.60352422907489,667.7361111111111,693.6277533039647
757,23,56,12.0,23.0,26.0,31.0,944,457,24.694444444444443,24.601760176017603,668.1319444444445,693.6974697469747
888,26,38,6.0,19.0,25.0,25.0,1270,191,24.71527777777778,24.603296703296703,667.7083333333334,693.910989010989
653,21,49,8.0,22.0,28.0,27.0,925,175,24.694444444444443,24.5993413830955,668.25,693.8660812294182
866,26,30,12.0,20.0,27.0,25.0,1305,285,24.70138888888889,24.600877192982455,668.3125,694.0548245614035
715,21,64,13.0,17.0,24.0,25.0,1385,189,24.6875,24.596933187294635,667.2083333333334,694.0777656078861
769,29,57,13.0,18.0,22.0,33.0,1003,399,24.70138888888889,24.601750547045953,667.4097222222222,694.1597374179431
974,27,32,9.0,15.0,22.0,29.0,1099,468,24.71527777777778,24.604371584699454,668.2777777777778,694.4655737704918
898,29,57,10.0,22.0,29.0,25.0,1383,154,24.76388888888889,24.609170305676855,671.375,694.6877729257642
980,29,69,8.0,24.0,20.0,26.0,651,251,24.76388888888889,24.613958560523447,673.0069444444445,694.9989094874591
589,26,35,11.0,21.0,21.0,25.0,1066,332,24.805555555555557,24.615468409586057,674.125,694.8834422657952
743,23,33,14.0,24.0,24.0,33.0,1243,41,24.78472222222222,24.613710554951034,674.8611111111111,694.9357997823721
850,21,67,11.0,23.0,29.0,30.0,1279,211,24.77777777777778,24.609782608695653,676.5486111111111,695.104347826087
549,29,57,7.0,16.0,24.0,27.0,492,87,24.84027777777778,24.61454940282302,674.8472222222222,694.9457111834962
605,24,63,14.0,22.0,23.0,33.0,1439,273,24.82638888888889,24.613882863340564,674.5069444444445,694.8481561822126
762,25,64,8.0,21.0,20.0,25.0,824,497,24.805555555555557,24.614301191765982,674.1527777777778,694.9209100758396
816,27,66,10.0,23.0,25.0,30.0,1345,386,24.8125,24.616883116883116,676.0347222222222,695.0519480519481
920,27,69,12.0,19.0,28.0,25.0,1106,116,24.805555555555557,24.61945945945946,678.1944444444445,695.2951351351352
468,20,60,14.0,18.0,28.0,33.0,685,236,24.78472222222222,24.614470842332615,675.6805555555555,695.049676025918
994,22,52,5.0,20.0,27.0,30.0,805,81,24.79861111111111,24.611650485436893,679.7569444444445,695.3721682847896
710,20,52,12.0,17.0,22.0,31.0,1068,303,24.76388888888889,24.606681034482758,681.7916666666666,695.3879310344828
783,21,44,6.0,15.0,25.0,34.0,1200,86,24.71527777777778,24.602798708288482,683.8541666666666,695.4822389666308
903,28,44,7.0,16.0,21.0,29.0,1028,425,24.729166666666668,24.606451612903225,685.1458333333334,695.7053763440861
489,20,66,10.0,19.0,25.0,29.0,1458,454,24.72222222222222,24.601503759398497,683.5416666666666,695.4833512352309
795,25,50,5.0,15.0,22.0,27.0,467,342,24.73611111111111,24.6019313304721,682.6805555555555,695.5901287553648
794,29,50,10.0,20.0,21.0,29.0,1417,7,24.75,24.606645230439444,682.0625,695.6956055734191
616,27,49,13.0,23.0,22.0,25.0,1332,219,24.73611111111111,24.609207708779444,683.2638888888889,695.610278372591
424,20,48,14.0,18.0,29.0,33.0,1306,107,24.67361111111111,24.60427807486631,680.0833333333334,695.3197860962567
649,29,67,13.0,24.0,26.0,26.0,559,384,24.67361111111111,24.608974358974358,681.4305555555555,695.2702991452992
852,27,42,7.0,16.0,27.0,32.0,447,378,24.65972222222222,24.61152614727855,682.9583333333334,695.4375667022412
541,26,68,10.0,20.0,24.0,29.0,689,373,24.67361111111111,24.613006396588485,682.125,695.272921108742
406,23,34,8.0,24.0,26.0,26.0,603,268,24.67361111111111,24.611288604898828,680.0416666666666,694.964856230032
402,29,66,6.0,15.0,21.0,25.0,577,63,24.708333333333332,24.615957446808512,678.7291666666666,694.6531914893617
723,21,34,12.0,23.0,25.0,34.0,919,8,24.71527777777778,24.61211477151966,680.2430555555555,694.6833156216791
749,26,30,8.0,16.0,27.0,30.0,1402,71,24.743055555555557,24.6135881104034,681.0972222222222,694.7409766454352
634,28,52,13.0,21.0,25.0,26.0,1419,282,24.743055555555557,24.617179215270415,681.5763888888889,694.6765641569459
788,23,61,10.0,24.0,24.0,33.0,1086,181,24.72222222222222,24.615466101694917,680.9861111111111,694.7754237288135
556,23,41,10.0,22.0,28.0,26.0,1281,284,24.70138888888889,24.613756613756614,680.2638888888889,694.6285714285714
435,29,35,6.0,16.0,22.0,31.0,1028,325,24.729166666666668,24.618393234672304,679.5416666666666,694.3541226215644
758,22,43,14.0,19.0,29.0,25.0,853,264,24.708333333333332,24.615628299894404,678.2708333333334,694.4213305174235
605,28,69,12.0,24.0,26.0,25.0,1064,338,24.75,24.619198312236286,676.4097222222222,694.3270042194093
574,27,55,7.0,23.0,21.0,27.0,1496,453,24.770833333333332,24.621707060063226,674.7291666666666,694.200210748156
478,26,40,6.0,21.0,28.0,25.0,1028,52,24.8125,24.623157894736842,673.6597222222222,693.9726315789474
790,22,63,5.0,22.0,27.0,32.0,638,258,24.79861111111111,24.620399579390117,673.5416666666666,694.0736067297581
619,28,66,6.0,20.0,29.0,27.0,425,373,24.819444444444443,24.623949579831933,674.1944444444445,693.9947478991596
548,22,44,5.0,22.0,21.0,32.0,528,221,24.77777777777778,24.621196222455403,674.9236111111111,693.8415529905561
551,24,44,6.0,23.0,21.0,30.0,1243,243,24.805555555555557,24.62054507337526,674.2083333333334,693.6918238993711
883,21,56,6.0,20.0,21.0,29.0,693,341,24.791666666666668,24.61675392670157,674.9930555555555,693.890052356021
662,21,61,11.0,16.0,29.0,25.0,1281,12,24.78472222222222,24.61297071129707,676.1527777777778,693.8566945606694
450,23,41,13.0,19.0,27.0,32.0,587,243,24.791666666666668,24.61128526645768,674.5277777777778,693.6018808777429
490,25,39,13.0,22.0,29.0,34.0,444,147,24.76388888888889,24.61169102296451,674.7083333333334,693.3893528183717
409,23,60,8.0,23.0,28.0,33.0,1012,83,24.756944444444443,24.610010427528675,673.9791666666666,693.0928050052138
997,22,35,7.0,22.0,29.0,26.0,1437,406,24.75,24.607291666666665,676.6388888888889,693.409375
895,28,38,5.0,22.0,23.0,28.0,1324,447,24.78472222222222,24.610822060353797,677.9444444444445,693.6191467221644
433,29,48,12.0,24.0,25.0,27.0,420,223,24.805555555555557,24.615384615384617,678.1041666666666,693.3482328482329
855,28,49,9.0,24.0,21.0,27.0,505,307,24.82638888888889,24.61889927310488,677.4930555555555,693.5160955347872
521,26,61,11.0,15.0,21.0,30.0,497,63,24.86111111111111,24.62033195020747,674.8611111111111,693.3371369294606
792,24,47,5.0,21.0,20.0,32.0,1034,358,24.84722222222222,24.619689119170985,677.5208333333334,693.439378238342
887,22,36,10.0,18.0,27.0,26.0,470,146,24.805555555555557,24.616977225672876,680.1875,693.639751552795
433,26,49,8.0,22.0,26.0,30.0,898,352,24.84027777777778,24.618407445708378,679.4861111111111,693.3702171664943
845,27,36,8.0,17.0,22.0,28.0,607,413,24.84722222222222,24.62086776859504,680.2916666666666,693.5268595041322
919,20,36,14.0,21.0,26.0,34.0,574,427,24.78472222222222,24.61609907120743,683.3819444444445,693.7595459236326
825,24,46,9.0,18.0,24.0,30.0,1315,277,24.805555555555557,24.615463917525773,683.9236111111111,693.8948453608248
427,25,37,14.0,20.0,21.0,31.0,822,484,24.79861111111111,24.615859938208033,682.6319444444445,693.6199794026777
